Collection Name,Movies,Year,Style,Movie Type
,Monty Python Live at the Hollywood Bowl,1982,Live-Action,Original
,Monty Python's The Meaning of Life,1983,Live-Action,Original
,Monty Python Live (Mostly),2014,Live-Action,Original
Mulan,,,,
,Mulan,1998,Animated,Original
,Mulan II,2004,Animated,Sequel
,Mulan,2020,Animated,Remake
The Mummy,,,,
,The Mummy,1999,Live-Action,Original
,The Mummy Returns,2001,Live-Action,Sequel
,The Scorpion King,2002,Live-Action,Sequel
,The Mummy: Tomb of the Dragon Emperor,2008,Live-Action,Sequel
,The Mummy,2017,Live-Action,Remake
The Muppets,,,,
,The Muppet Movie,1979,Live-Action,Original
,The Great Muppet Caper,1981,Live-Action,Sequel
,The Muppets Take Manhattan,1984,Live-Action,Sequel
,The Muppet Christmas Carol,1992,Live-Action,Sequel
,Muppet Treasure Island,1996,Live-Action,Sequel
,Muppets from Space,1999,Live-Action,Sequel
,It's a Very Merry Muppet Christmas Movie,2002,Live-Action,TV Movie
,The Muppets' Wizard of Oz,2005,Live-Action,TV Movie
,The Muppets,2011,Live-Action,Reboot
,Muppets Most Wanted,2014,Live-Action,Sequel
Mythica,,,,
,Mythica: A Quest for Heroes,2014,Live-Action,Original
,Mythica: The Darkspore,2015,Live-Action,Sequel
,Mythica: The Necromancer,2015,Live-Action,Sequel
,Mythica: The Godslayer,2016,Live-Action,Sequel
,Mythica: The Iron Crown,2016,Live-Action,Sequel
N,,,,
The Naked Gun,,,,
,The Naked Gun: From the Files of Police Squad!,1988,Live-Action,Original
,The Naked Gun 2½: The Smell of Fear,1991,Live-Action,Sequel
,Naked Gun 33⅓: The Final Insult,1994,Live-Action,Sequel
Nanny McPhee,,,,
,Nanny McPhee,2005,Live-Action,Original
,Nanny McPhee and the Big Bang,2010,Live-Action,Sequel
National Lampoon's Vacation,,,,
,National Lampoon's Vacation,1983,Live-Action,Original
,National Lampoon's European Vacation,1985,Live-Action,Original
,National Lampoon's Christmas Vacation,1989,Live-Action,Original
,Vegas Vacation,1997,Live-Action,Original
,Christmas Vacation 2: Cousin Eddie's Island Adventure,2003,Live-Action,Sequel
,Hotel Hell Vacation,2010,Live-Action,Original
,Vacation,2015,Live-Action,Remake
National Lampoon's,,,,
,National Lampoon's Animal House,1978,Live-Action,Original
,Disco Beaver from Outer Space,1979,Live-Action,TV Movie
,Class Reunion,1982,Live-Action,Original
,Movie Madness,1982,Live-Action,Original
,National Lampoon's Vacation,1983,Live-Action,Original
,Joy of Sex,1984,Live-Action,Original
,National Lampoon's European Vacation,1985,Live-Action,Sequel
,O.C. and Stiggs,1985,Live-Action,Original
,National Lampoon's Christmas Vacation,1989,Live-Action,Sequel
,Loaded Weapon 1,1993,Live-Action,Original
,Attack of the 5 Ft. 2 Women,1994,Live-Action,TV Movie
,Last Resort,1994,Live-Action,TV Movie
,Favorite Deadly Sins,1995,Live-Action,TV Movie
,Senior Trip,1995,Live-Action,Original
,Dad's Week Off,1997,Live-Action,TV Movie
,The Don's Analyst,1997,Live-Action,TV Movie
,Vegas Vacation,1997,Live-Action,Sequel
,Golf Punks,1998,Live-Action,Original
,Men in White,1998,Live-Action,TV Movie
,Repli-Kate,2002,Live-Action,Original
,Van Wilder: Party Liaison,2002,Live-Action,Original
,Barely Legal,2003,Live-Action,Original
,Blackball,2003,Live-Action,Original
,Christmas Vacation 2: Cousin Eddie's Island Adventure,2003,Live-Action,Sequel
,Dorm Daze,2003,Live-Action,Original
,Gold Diggers,2003,Live-Action,Original
,Jake's Booty Call,2003,Animated,Original
,Thanksgiving Family Reunion,2003,Live-Action,TV Movie
,Going the Distance,2004,Live-Action,Original
,Lost Reality,2004,Live-Action,Original
,The Almost Guys,2004,Live-Action,Original
,Adam and Eve,2005,Live-Action,Original
,Cattle Call,2006,Live-Action,Original
,Dorm Daze 2,2006,Live-Action,Sequel
,Electric Apricot,2006,Live-Action,Original
,Pucked,2006,Live-Action,Original
,TV: The Movie,2006,Live-Action,Original
,The Beach Party at the Threshold of Hell,2006,Live-Action,Original
,Van Wilder 2: The Rise of Taj,2006,Live-Action,Sequel
,Bagboy,2007,Live-Action,Original
,Homo Erectus,2007,Live-Action,Original
,Spring Break 24/7,2007,Live-Action,Original
,Totally Baked,2007,Live-Action,Original
,"One, Two, Many",2008,Live-Action,Original
,Ratko: The Dictator's Son,2009,Live-Action,Original
,Robodoc,2009,Live-Action,Original
,Transylmania,2009,Live-Action,Original
,Van Wilder: Freshman Year,2009,Live-Action,Sequel
,Dirty Movie,2011,Live-Action,Original
,Snatched,2011,Live-Action,Original
,The Legend of Awesomest Maximus,2011,Live-Action,Original
National Treasure,,,,
,National Treasure,2004,Live-Action,Original
,National Treasure: Book of Secrets,2007,Live-Action,Sequel
Neighbors,,,,
,Neighbors,2014,Live-Action,Original
,Neighbors 2: Sorority Rising,2016,Live-Action,Sequel
The NeverEnding Story,,,,
,The NeverEnding Story,1984,Live-Action,Original
,The NeverEnding Story II: The Next Chapter,1990,Live-Action,Sequel
,The NeverEnding Story III,1994,Live-Action,Sequel
Night at the Museum,,,,
,Night at the Museum,2006,Live-Action,Original
,Night at the Museum: Battle of the Smithsonian,2009,Live-Action,Sequel
,Night at the Museum: Secret of the Tomb,2014,Live-Action,Sequel
Nim's Island,,,,
,Nim's Island,2008,Live-Action,Original
,Return to Nim's Island,2013,Live-Action,Sequel
Not Quite Human,,,,
,Not Quite Human,1987,Live-Action,Original
,Not Quite Human II,1989,Live-Action,Sequel
,Still Not Quite Human,1992,Live-Action,Sequel
Now You See Me,,,,
,Now You See Me,2013,Live-Action,Original
,Now You See Me 2,2016,Live-Action,Sequel
Nutty Professor,,,,
,The Nutty Professor,1996,Live-Action,Original
,Nutty Professor II: The Klumps,2000,Live-Action,Sequel
Nymphomaniac,,,,
,Nymphomaniac: Vol. II,2013,Live-Action,Sequel
,Nymphomaniac: Vol. I,2013,Live-Action,Original
O,,,,
Oceans,,,,
,Ocean's 11,1960,Live-Action,Original
,Ocean's Eleven,2001,Live-Action,Reboot
,Ocean's Twelve,2004,Live-Action,Sequel
,Ocean's Thirteen,2007,Live-Action,Sequel
,Ocean's 8,2018,Live-Action,Reboot
Olympus Has Fallen,,,,
,Olympus Has Fallen,2013,Live-Action,Original
,London Has Fallen,2016,Live-Action,Sequel
,Angel Has Fallen,2019,Live-Action,Sequel
Open Season,,,,
,Open Season,2006,Animated,Original
,Open Season 2,2008,Animated,Sequel
,Open Season 3,2010,Animated,Sequel
,Open Season: Scared Silly,2015,Animated,Spin-Off
P,,,,
Pacific Rim,,,,
,Pacific Rim,2013,Live-Action,Original
,Pacific Rim Uprising,2018,Live-Action,Sequel
Paddington,,,,
,Paddington,2014,Both,Original
,Paddington 2,2017,Both,Sequel
,Paddington 3,2020,Both,Sequel
Paranormal Activity,,,,
,Paranormal Activity,2007,Live-Action,Original
,Paranormal Activity 2,2010,Live-Action,Sequel
,Paranormal Activity 3,2011,Live-Action,Sequel
,Paranormal Activity 4,2012,Live-Action,Sequel
,Paranormal Activity: The Marked Ones,2014,Live-Action,Sequel
,Paranormal Activity: The Ghost Dimension,2015,Live-Action,Sequel
Paul Blart: Mall Cop,,,,
,Paul Blart: Mall Cop,2009,Live-Action,Original
,Paul Blart: Mall Cop 2,2015,Live-Action,Sequel
Percy Jackson,,,,
,Percy Jackson & the Olympians: The Lightning Thief,2010,Live-Action,Original
,Percy Jackson: Sea of Monsters,2013,Live-Action,Sequel
Pet Sematary,,,,
,Pet Sematary,1989,Live-Action,Original
,Pet Sematary Two,1992,Live-Action,Sequel
,Pet Sematary,2019,Live-Action,Remake
Peter Pan,,,,
,Peter Pan,1953,Animated,Original
,Hook,1991,Live-Action,Original
,Peter Pan,2003,Live-Action,Remake
,Finding Neverland,2004,Live-Action,Original
,Pan,2015,Live-Action,Original
Pink Panther,,,,
,The Pink Panther,1963,Live-Action,Original
,A Shot in the Dark,1964,Live-Action,Original
,Inspector Clouseau,1968,Live-Action,Original
,The Return of the Pink Panther,1975,Live-Action,Original
,The Pink Panther Strikes Again,1976,Live-Action,Original
,Revenge of the Pink Panther,1978,Live-Action,Original
,Trail of the Pink Panther,1982,Live-Action,Original
,Curse of the Pink Panther,1983,Live-Action,Original
,Son of the Pink Panther,1993,Live-Action,Sequel
,The Pink Panther,2006,Live-Action,Remake
,The Pink Panther 2,2009,Live-Action,Sequel
Piranha,,,,
,Piranha,1978,Live-Action,Original
,Piranha II: The Spawning,1981,Live-Action,Sequel
,Piranha,1995,Live-Action,Remake
,Mega Piranha,2010,Live-Action,Spin-Off
,Piranha 3D,2010,Live-Action,Remake
,Piranha 3DD,2012,Live-Action,Sequel
Pirates of the Caribbean,,,,
,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Live-Action,Original
,Pirates of the Caribbean: Dead Man's Chest,2006,Live-Action,Sequel
,Pirates of the Caribbean: At World's End,2007,Live-Action,Sequel
,Pirates of the Caribbean: On Stranger Tides,2011,Live-Action,Sequel
,Pirates of the Caribbean: Dead Men Tell No Tales,2017,Live-Action,Sequel
Pitch Perfect,,,,
,Pitch Perfect,2012,Live-Action,Original
,Pitch Perfect 2,2015,Live-Action,Sequel
,Pitch Perfect 3,2017,Live-Action,Sequel
Planet of the Apes,,,,
,Planet of the Apes,1968,Live-Action,Original
,Beneath the Planet of the Apes,1970,Live-Action,Sequel
,Escape from the Planet of the Apes,1971,Live-Action,Sequel
,Conquest of the Planet of the Apes,1972,Live-Action,Sequel
,Battle for the Planet of the Apes,1973,Live-Action,Sequel
,Planet of the Apes,2001,Live-Action,Remake
,Rise of the Planet of the Apes,2011,Live-Action,Reboot
,Dawn of the Planet of the Apes,2014,Live-Action,Sequel
,War for the Planet of the Apes,2017,Live-Action,Sequel
Pocahontas,,,,
,Pocahontas,1995,Animated,Original
,Pocahontas II: Journey to a New World,1998,Animated,Sequel
Pokémon,,,,
,Pokémon: The First Movie - Mewtwo Strikes Back,1998,Animated,Original
,Pokémon the Movie 2000,1999,Animated,Sequel
,Pokémon 3: The Movie ,2000,Animated,Sequel
,Pokémon 4Ever,2001,Animated,Sequel
,Pokémon Heroes,2002,Animated,Sequel
,Pokémon: Jirachi - Wish Maker,2003,Animated,Sequel
,Pokémon the Movie: Destiny Deoxys,2004,Animated,Sequel
,Pokémon: Lucario and the Mystery of Mew,2005,Animated,Sequel
,Pokémon Ranger and the Temple of the Sea,2006,Animated,Sequel
,Pokémon: The Rise of Darkrai,2007,Animated,Sequel
,Pokémon: Giratina and the Sky Warrior,2008,Animated,Sequel
,Pokémon: Arceus and the Jewel of Life,2009,Animated,Sequel
,Pokémon: Zoroark: Master of Illusions,2010,Animated,Sequel
,Pokémon the Movie: Black-Victini and Reshiram,2011,Animated,Sequel
,Pokémon the Movie: White - Victini and Zekrom,2011,Animated,Original
,Pokémon the Movie: Kyurem vs. the Sword of Justice,2012,Animated,Sequel
,Pokémon the Movie: Genesect and the Legend Awakened,2013,Animated,Sequel
,Pokémon the Movie: Diancie and the Cocoon of Destruction,2014,Animated,Sequel
,Pokémon the Movie: Hoopa and the Clash of Ages,2015,Animated,Sequel
,Pokémon the Movie: Volcanion and the Mechanical Marvel,2016,Animated,Sequel
,Pokémon the Movie: I Choose You!,2017,Animated,Sequel
,Pokémon Detective Pikachu,2019,Live-Action,Original
Police Academy,,,,
,Police Academy,1984,Live-Action,Original
,Police Academy 2: Their First Assignment,1985,Live-Action,Sequel
,Police Academy 3: Back in Training,1986,Live-Action,Sequel
,Police Academy 4: Citizens on Patrol,1987,Live-Action,Sequel
,Police Academy 5: Assignment: Miami Beach,1988,Live-Action,Sequel
,Police Academy 6: City Under Siege,1989,Live-Action,Sequel
,Police Academy: Mission to Moscow,1994,Live-Action,Sequel
Police Story,,,,
,Police Story,1985,Live-Action,Original
,Police Story 2,1988,Live-Action,Sequel
,Police Story 3: Super Cop,1992,Live-Action,Sequel
,Crime Story,1993,Live-Action,Spin-Off
,Once a Cop,1993,Live-Action,Spin-Off
,Police Story 4: First Strike,1996,Live-Action,Sequel
,New Police Story,2004,Live-Action,Reboot
,Police Story 2013,2013,Live-Action,Reboot
,Bleeding Steel,2017,Live-Action,Spin-Off
Poltergeist,,,,
,Poltergeist,1982,Live-Action,Original
,Poltergeist II: The Other Side,1986,Live-Action,Sequel
,Poltergeist III,1988,Live-Action,Sequel
Porky's,,,,
,Porky's,1981,Live-Action,Original
,Porky's II: The Next Day,1983,Live-Action,Sequel
,Porky's 3: Revenge,1985,Live-Action,Sequel
,Pimpin' Pee Wee,2009,Live-Action,Sequel
Power Rangers,,,,
,Mighty Morphin Power Rangers,1993-1999,Live-Action,TV Show
,Mighty Morphin Power Rangers: Alpha's Magical Christmas,1994,Live-Action,Original
,Mighty Morphin Power Rangers: The Movie,1995,Live-Action,Original
,Power Rangers Zeo,1996-1997,Live-Action,TV Show
,Power Rangers Turbo,1997-1998,Live-Action,TV Show
,Turbo: A Power Rangers Movie ,1997,Live-Action,Original
,Power Rangers in Space,1998-1999,Live-Action,TV Show
,Power Rangers Lost Galaxy,1999-2000,Live-Action,TV Show
,Power Rangers Lost Galaxy: Return of the Magna Defender,1999,Live-Action,Sequel
,Power Rangers Lightspeed Rescue,2000-2001,Live-Action,TV Show
,Power Rangers Lightspeed Rescue - Titanium Ranger: Curse of the Cobra,2000,Live-Action,Sequel
,Power Rangers Lightspeed Rescue: Neptune's Daughter,2000,Live-Action,Sequel
,Power Rangers Lightspeed Rescue,2000,Live-Action,Sequel
,Power Rangers in 3D: Triple Force,2000,Live-Action,Original
,Power Rangers Lightspeed Rescue: The Queen's Wrath,2001,Live-Action,Sequel
,Power Rangers Time Force - Quantum Ranger: Clash for Control,2001,Live-Action,Sequel
,Power Rangers Time Force: Photo Finish,2001,Live-Action,Sequel
,Power Rangers Time Force,2001,Live-Action,Original
,Power Rangers Wild Force,2002-2003,Live-Action,TV Show
,Power Rangers Time Force: Dawn of Destiny,2002,Live-Action,Sequel
,Power Rangers Time Force: The End of Time,2002,Live-Action,Sequel
,Power Rangers Wild Force: Identity Crisis,2002,Live-Action,Sequel
,Power Rangers Ninja Storm,2003-2004,Live-Action,TV Show
,Power Rangers DinoThunder,2004,Live-Action,Original
,Power Rangers S.P.D.,2004,Live-Action,Original
,Power Rangers Mystic Force,2006,Live-Action,Original
,Power Rangers Operation Overdrive,2007,Live-Action,Original
,Power Rangers Jungle Fury,2008,Live-Action,Original
,Power Rangers R.P.M.,2009,Live-Action,Original
,Power Rangers Samurai,2011-2012,Live-Action,TV Show
Predator,,,,
,Predator,1987,Live-Action,Original
,Predator 2,1990,Live-Action,Sequel
,Predators,2010,Live-Action,Sequel
,The Predator,2018,Live-Action,Sequel
The Princess Diaries,,,,
,The Princess Diaries,2001,Live-Action,Original
,The Princess Diaries 2: Royal Engagement,2004,Live-Action,Sequel
Problem Child,,,,
,Problem Child,1990,Live-Action,Original
,Problem Child 2,1991,Live-Action,Sequel
,Problem Child 3: Junior in Love,1995,Live-Action,Sequel
Psycho,,,,
,Psycho,1960,Live-Action,Original
,Psycho II,1983,Live-Action,Sequel
,Psycho III,1986,Live-Action,Sequel
,Psycho IV: The Beginning,1990,Live-Action,Prequel
,Psycho,1998,Live-Action,Remake
Pulse,,,,
,Pulse,2006,Live-Action,Original
,Pulse 2: Afterlife,2008,Live-Action,Sequel
,Pulse 3: Invasion,2008,Live-Action,Sequel
Pumpkinhead,,,,
,Pumpkinhead,1988,Live-Action,Original
,Pumpkinhead II: Blood Wings,1994,Live-Action,Sequel
,Pumpkinhead: Ashes to Ashes,2006,Live-Action,Sequel
,Pumpkinhead 4: Blood Feud,2007,Live-Action,Sequel
The Purge,,,,
,The Purge,2013,Live-Action,Original
,The Purge: Anarchy,2014,Live-Action,Sequel
,The Purge: Election Year,2016,Live-Action,Sequel
,The First Purge,2018,Live-Action,Sequel
Puss in Boots,,,,
,Puss in Boots,2011,Animated,Original
,Puss in Boots: The Three Diablos,2012,Animated,Spin-Off
,Puss in Boots 2,2018,Animated,Sequel
Q,,,,
Qatsi,,,,
,Koyaanisqatsi ,1982,Live-Action,Original
,Powaqqatsi ,1988,Live-Action,Sequel
,Naqoyqatsi,2002,Live-Action,Sequel
R,,,,
The Raid,,,,
,The Raid: Redemption,2011,Live-Action,Original
,The Raid 2,2014,Live-Action,Sequel
Rambo,,,,
,First Blood,1982,Live-Action,Original
,Rambo: First Blood Part II,1985,Live-Action,Sequel
,Rambo III,1988,Live-Action,Sequel
,Rambo,2008,Live-Action,Sequel
,Rambo: Last Blood,2019,Live-Action,Sequel
Red,,,,
,RED,2010,Live-Action,Original
,Red 2,2013,Live-Action,Sequel
The Rescuers,,,,
,The Rescuers,1977,Animated,Original
,The Rescuers Down Under,1990,Animated,Sequel
Resident Evil,,,,
,Resident Evil,2002,Live-Action,Original
,Resident Evil: Apocalypse,2004,Live-Action,Sequel
,Resident Evil: Extinction,2007,Live-Action,Sequel
,Resident Evil: Afterlife,2010,Live-Action,Sequel
,Resident Evil: Retribution,2012,Live-Action,Sequel
,Resident Evil: The Final Chapter,2016,Live-Action,Sequel
Revenge of the Nerds,,,,
,Revenge of the Nerds,1984,Live-Action,Original
,Revenge of the Nerds II: Nerds in Paradise,1987,Live-Action,Sequel
,Revenge of the Nerds III: The Next Generation,1992,Live-Action,Sequel
,Revenge of the Nerds IV: Nerds in Love,1994,Live-Action,Sequel
Ride Along,,,,
,Ride Along,2014,Live-Action,Original
,Ride Along 2,2016,Live-Action,Sequel
The Ring,,,,
,The Ring,2003,Live-Action,Original
,The Ring Two,2005,Live-Action,Sequel
,Rings,2017,Live-Action,Sequel
Ringu,,,,
,Ringu,1995,Live-Action,TV Movie
,Rasen,1998,Live-Action,Spin-Off
,Ringu,1998,Live-Action,Original
,Ring,1999,Live-Action,Remake
,Ringu 2,1999,Live-Action,Sequel
,Ringu 0,2000,Live-Action,Prequel
,The Ring,2003,Live-Action,Reboot
,The Ring Two,2005,Live-Action,Sequel
,Sadako 3D,2012,Live-Action,Spin-Off
,Sadako 2 3D,2013,Live-Action,Sequel
,Sadako vs. Kayako,2016,Live-Action,Spin-Off
,Rings,2017,Live-Action,Original
Rio,,,,
,Rio,2011,Animated,Original
,Rio 2,2014,Animated,Sequel
RoboCop,,,,
,RoboCop,1987,Live-Action,Original
,RoboCop 2,1990,Live-Action,Sequel
,RoboCop 3,1993,Live-Action,Sequel
,RoboCop: Prime Directives,2001,Live-Action,Spin-Off
,RoboCop,2014,Live-Action,Remake
Rocky,,,,
,Rocky,1976,Live-Action,Original
,Rocky II,1979,Live-Action,Sequel
,Rocky III,1982,Live-Action,Sequel
,Rocky IV,1985,Live-Action,Sequel
,Rocky V,1990,Live-Action,Sequel
,Rocky Balboa,2006,Live-Action,Sequel
,Creed,2015,Live-Action,Spin-Off
,Creed II,2018,Live-Action,Spin-Off
Rush Hour,,,,
,Rush Hour,1998,Live-Action,Original
,Rush Hour 2,2001,Live-Action,Sequel
,Rush Hour 3,2007,Live-Action,Sequel
S,,,,
The Sandlot,,,,
,The Sandlot,1993,Live-Action,Original
,The Sandlot 2,2005,Live-Action,Sequel
,The Sandlot: Heading Home,2007,Live-Action,Sequel
The Santa Clause,,,,
,The Santa Clause,1994,Live-Action,Original
,The Santa Clause 2,2002,Live-Action,Sequel
,The Santa Clause 3: The Escape Clause,2006,Live-Action,Sequel
Saw,,,,
,Saw,2004,Live-Action,Original
,Saw II,2005,Live-Action,Sequel
,Saw III,2006,Live-Action,Sequel
,Saw IV,2007,Live-Action,Sequel
,Saw V,2008,Live-Action,Sequel
,Saw VI,2009,Live-Action,Sequel
,Saw 3D: The Final Chapter,2010,Live-Action,Sequel
,Jigsaw,2017,Live-Action,Reboot
Scary Movie,,,,
,Scary Movie,2000,Live-Action,Original
,Scary Movie 2,2001,Live-Action,Sequel
,Scary Movie 3,2003,Live-Action,Sequel
,Scary Movie 4,2006,Live-Action,Sequel
,Scary Movie 5,2013,Live-Action,Sequel
Scooby Doo,,,,
,"Scooby-Doo, Where Are You!",1969 - 1970,Animated,TV Show
,The New Scooby-Doo Movies,1972 - 1973,Animated,TV Show
,The Scooby-Doo Show,1976 - 1978,Animated,TV Show
,Scooby's All-Star Laff-A-Lympics,1977 - 1978,Animated,TV Show
,Scooby-Doo and Scrappy-Doo,1979 - 1980,Animated,TV Show
,Scooby-Doo and Scrappy-Doo,1980 - 1982,Animated,TV Show
,The New Scooby and Scrappy-Doo Show,1983 - 1984,Animated,TV Show
,The 13 Ghosts of Scooby-Doo,1985,Animated,TV Show
,Scooby-Doo Meets the Boo Brothers,1987,Animated,Original
,A Pup Named Scooby-Doo,1988 - 1991,Animated,TV Show
,Scooby-Doo and the Ghoul School,1988,Animated,Original
,Scooby-Doo! and the Reluctant Werewolf,1988,Animated,Original
,Scooby-Doo! in Arabian Nights,1994,Animated,Original
,Scooby-Doo on Zombie Island,1998,Animated,Original
,Scooby-Doo! and the Witch's Ghost,1999,Animated,Original
,Scooby-Doo and the Alien Invaders,2000,Animated,Original
,Scooby-Doo and the Cyber Chase,2001,Animated,Original
,"What's New, Scooby-Doo?",2002 - 2006,Animated,TV Show
,Scooby-Doo,2002,Live-Action,Original
,Scooby-Doo! and the Legend of the Vampire,2003,Animated,Original
,Scooby-Doo! and the Monster of Mexico,2003,Animated,Original
,Scooby-Doo 2: Monsters Unleashed,2004,Live-Action,Sequel
,Scooby-Doo! and the Loch Ness Monster,2004,Animated,Original
,"Aloha, Scooby-Doo!",2005,Animated,Original
,Scooby-Doo! in Where's My Mummy?,2005,Animated,Original
,Shaggy & Scooby-Doo Get a Clue!,2006 - 2008,Animated,TV Show
,Scooby-Doo! Pirates Ahoy!,2006,Animated,Original
,"Chill Out, Scooby-Doo!",2007,Animated,Original
,Scooby-Doo! and the Goblin King,2008,Animated,Original
,Scooby-Doo! The Mystery Begins,2009,Live-Action,TV Movie
,Scooby-Doo! and the Samurai Sword,2009,Animated,Original
,Scooby-Doo! Mystery Incorporated,2010 - 2013,Animated,TV Show
,Scooby-Doo! Abracadabra-Doo,2010,Animated,Original
,Scooby-Doo! Camp Scare,2010,Animated,Original
,Scooby-Doo! Curse of the Lake Monster,2010,Live-Action,TV Movie
,Scooby-Doo! Legend of the Phantosaur,2011,Animated,Original
,Big Top Scooby-Doo!,2012,Animated,Original
,Scooby-Doo! Music of the Vampire,2012,Animated,Original
,Scooby-Doo! Adventures: The Mystery Map,2013,Animated,Original
,Scooby-Doo! Mask of the Blue Falcon,2013,Animated,Original
,Scooby-Doo! Stage Fright,2013,Animated,Original
,Scooby-Doo! Frankencreepy,2014,Animated,Original
,Scooby-Doo! WrestleMania Mystery,2014,Animated,Original
,"Be Cool, Scooby-Doo!",2015 - 2018,Animated,TV Show
,Scooby-Doo! Moon Monster Madness,2015,Animated,Original
,Scooby-Doo! and Kiss: Rock and Roll Mystery,2015,Animated,Original
,Lego Scooby-Doo! Haunted Hollywood,2016,Animated,Original
,Scooby-Doo! and WWE: Curse of the Speed Demon,2016,Animated,Original
,Lego Scooby-Doo! Blowout Beach Bash,2017,Animated,Original
,Scooby-Doo! Shaggy's Showdown,2017,Animated,Original
,Daphne & Velma,2018,Live-Action,Spin-Off
,Scooby-Doo! & Batman: The Brave and the Bold,2018,Animated,Original
,Scooby-Doo! and the Gourmet Ghost,2018,Animated,Original
,Scooby-Doo and Guess Who?,2019 - ,Animated,TV Show
,Scooby-Doo! Return to Zombie Island,2019,Animated,Original
,Scooby-Doo! and the Curse of the 13th Ghost,2019,Animated,Original
The Scorpion King,,,,
,The Scorpion King,2002,Live-Action,Original
,The Scorpion King 2: Rise of a Warrior,2008,Live-Action,Sequel
,The Scorpion King 3: Battle for Redemption,2012,Live-Action,Sequel
,The Scorpion King 4: Quest for Power,2015,Live-Action,Sequel
Scream,,,,
,Scream,1996,Live-Action,Original
,Scream 2,1997,Live-Action,Sequel
,Scream 3,2000,Live-Action,Sequel
,Scream 4,2011,Live-Action,Sequel
The Secret Life of Pets,,,,
,The Secret Life of Pets,2016,Animated,Original
,The Secret Life of Pets 2,2019,Animated,Sequel
Shaft,,,,
,Shaft,1971,Live-Action,Original
,Shaft's Big Score,1972,Live-Action,Sequel
,Shaft in Africa,1973,Live-Action,Sequel
,Shaft,2000,Live-Action,Sequel
,Shaft,2019,Live-Action,Sequel
Shanghai,,,,
,Shanghai Noon,2000,Live-Action,Original
,Shanghai Knights,2003,Live-Action,Sequel
Sharknado,,,,
,Sharknado,2013,Live-Action,Original
,Sharknado 2: The Second One,2014,Live-Action,Sequel
,Lavalantula,2015,Live-Action,Spin-Off
,Sharknado 3: Oh Hell No!,2015,Live-Action,Sequel
,2 Lava 2 Lantula,2016,Live-Action,Sequel
,Sharknado: The 4th Awakens,2016,Live-Action,Sequel
,Sharknado 5: Global Swarming,2017,Live-Action,Sequel
,The Last Sharknado: It's About Time,2018,Live-Action,Sequel
Sherlock Holmes,,,,
,Sherlock Holmes,2009,Live-Action,Original
,Sherlock Holmes: A Game of Shadows,2011,Live-Action,Sequel
Short Circuit,,,,
,Short Circuit,1986,Live-Action,Original
,Short Circuit 2,1988,Live-Action,Sequel
Shrek,,,,
,Shrek,2001,Animated,Original
,Shrek 2,2004,Animated,Sequel
,Shrek the Third,2007,Animated,Sequel
,Shrek Forever After,2010,Animated,Sequel
,Puss in Boots,2011,Animated,Spin-Off
,Puss in Boots: The Three Diablos,2012,Animated,Spin-Off
,Puss in Boots 2,2018,Animated,Sequel
Sicario,,,,
,Sicario,2015,Live-Action,Original
,Sicario: Day of the Soldado,2018,Live-Action,Sequel
Sin City,,,,
,Sin City,2005,Live-Action,Original
,Sin City: A Dame to Kill For,2014,Live-Action,Sequel
Sister Act,,,,
,Sister Act,1992,Live-Action,Original
,Sister Act 2: Back in the Habit,1993,Live-Action,Sequel
Smokey and the Bandit,,,,
,Smokey and the Bandit,1977,Live-Action,Original
,Smokey and the Bandit II,1980,Live-Action,Sequel
,Smokey and the Bandit Part 3,1983,Live-Action,Sequel
The Smurfs,,,,
,The Smurfs,2011,Animated,Original
,The Smurfs 2,2013,Animated,Sequel
,Smurfs: The Lost Village,2017,Animated,Sequel
Species,,,,
,Species,1995,Live-Action,Original
,Species II,1998,Live-Action,Sequel
,Species III,2004,Live-Action,Sequel
,Species: The Awakening,2007,Live-Action,Sequel
Spider-Man (Sam Raimi Trilogy),,,,
,Spider-Man,2002,Live-Action,Original
,Spider-Man 2,2004,Live-Action,Sequel
,Spider-Man 3,2007,Live-Action,Sequel
Spider-Man,,,,
,Spider-Man,1977,Live-Action,Original
,Spider-Man Strikes Back,1978,Live-Action,Sequel
,Spider-Man: The Dragon's Challenge,1981,Live-Action,Sequel
,Spider-Man,2002,Live-Action,Reboot
,Spider-Man 2,2004,Live-Action,Sequel
,Spider-Man 3,2007,Live-Action,Sequel
,The Amazing Spider-Man,2012,Live-Action,Reboot
,The Amazing Spider-Man 2,2014,Live-Action,Sequel
,Spider-Man: Homecoming,2017,Live-Action,Reboot
,Spider-Man: Into the Spider-Verse,2018,Live-Action,Original
,Spider-Man: Far From Home,2019,Live-Action,Sequel
Spongebob,,,,
,The SpongeBob SquarePants Movie,2004,Animated,Original
,The SpongeBob Movie: Sponge Out of Water,2015,Animated,Original
Spy Kids,,,,
,Spy Kids,2001,Live-Action,Original
,Spy Kids 2: The Island of Lost Dreams,2002,Live-Action,Sequel
,Spy Kids 3-D: Game Over,2003,Live-Action,Sequel
,Spy Kids: All the Time in the World,2011,Live-Action,Sequel
Stakeout,,,,
,Stakeout,1987,Live-Action,Original
,Another Stakeout,1993,Live-Action,Sequel
Star Trek,,,,
,Star Trek: The Motion Picture,1979,Live-Action,Original
,Star Trek II: The Wrath of Khan,1982,Live-Action,Sequel
